Event,AvgScore,MinScore,MaxScore,AvgDelta,MinDelta,MaxDelta,LPS,LNS
18431,116.469135802469,-52,1227,-14.95,-609,526,0.259259259259259,0.0617283950617284
18432,-17.9423076923077,-157,48,0.0194174757281553,-145,157,0.0288461538461538,0.0192307692307692
18433,39.3917525773196,-1,146,0.0208333333333333,-65,54,0.0103092783505155,0
18434,-239.516666666667,-610,62,4.52941176470588,-232,203,0.05,0.816666666666667
18435,-110.384615384615,-1134,64,22.7450980392157,-42,642,0.173076923076923,0.461538461538462
18436,107.123595505618,-8,242,-2.53409090909091,-123,128,0.314606741573034,0.0112359550561798
18437,-14.758064516129,-225,64,1.14754098360656,-212,137,0.258064516129032,0.258064516129032
18438,10.15625,-58,55,0.349206349206349,-71,58,0.4375,0.015625
18439,563.701492537313,-28,11087,-27.9242424242424,-9305,9210,0.626865671641791,0.104477611940299
18440,-13.9027777777778,-65,55,-0.197183098591549,-65,47,0.0694444444444444,0.0416666666666667
18441,-112.0625,-245,42,3.02127659574468,-171,158,0.0416666666666667,0.854166666666667
18442,604.397849462366,-12,11683,-29.9239130434783,-10695,10087,0.494623655913979,0.021505376344086
18443,-135.64,-989,131,20.5714285714286,-76,468,0.72,0.28
18444,-230.342857142857,-2382,75,34.7826086956522,-196,1713,0.2,0.8
18445,97.8850574712644,-331,1141,-12.8604651162791,-464,331,0.183908045977011,0.0344827586206897
18446,-6.50892857142857,-72,63,0.162162162162162,-47,50,0.0357142857142857,0.00892857142857143
18447,-95.1625,-668,59,7.75949367088608,-81,157,0.075,0.35
18448,-724.286764705882,-6068,65,38.0296296296296,-973,3393,0.0882352941176471,0.867647058823529
18449,78.1688311688312,-2,160,-1.27631578947368,-85,64,0.909090909090909,0.012987012987013
18450,12.8478260869565,-125,69,2.93333333333333,-34,95,0.782608695652174,0.217391304347826
18451,128.688524590164,-46,682,-10.6166666666667,-260,258,0.491803278688525,0
18452,-82.2280701754386,-820,100,3.30088495575221,-516,231,0.166666666666667,0.517543859649123
18453,171,-26,470,-1.13829787234043,-165,206,0.673684210526316,0.0210526315789474
18454,-198.198412698413,-4430,173,35.608,-349,3089,0.246031746031746,0.428571428571429
18455,22.6633663366337,-524,372,0.14,-524,525,0.148514851485149,0.0891089108910891
18456,16.4695652173913,-63,88,0.0175438596491228,-70,55,0.191304347826087,0.0695652173913043
18457,-95.0859375,-1211,25,9.22047244094488,-68,344,0.03125,0.765625
18458,-27.6605504587156,-126,44,0.240740740740741,-81,57,0.110091743119266,0.00917431192660551
18459,-27.2227272727273,-4950,154,22.689497716895,-145,3745,0.122727272727273,0.136363636363636
18460,15.8295454545455,-70,79,0.517241379310345,-79,54,0.0340909090909091,0.0227272727272727
18461,8.9625,-55,61,0.329113924050633,-67,55,0.0875,0.0625
18462,-65,-423,59,0.179310344827586,-223,127,0.0616438356164384,0.00684931506849315
18463,179.810126582278,-14,685,-7.71794871794872,-180,116,0.759493670886076,0.0506329113924051
18464,94.8,0,1100,0.226190476190476,-642,974,0,0
18465,25.2739726027397,-82,752,-9.95833333333333,-794,108,0.438356164383562,0.246575342465753
18466,16.0909090909091,-41,77,0.218390804597701,-65,41,0.0227272727272727,0.0681818181818182
18467,124.285714285714,-5,1077,-16.4516129032258,-334,34,0.523809523809524,0.0158730158730159
18468,-339.024590163934,-4445,27,36.9090909090909,-3695,3699,0.040983606557377,0.844262295081967
18469,-120.675,-499,50,6.55696202531646,-238,171,0.175,0.775
18470,103.385714285714,0,191,0.0909090909090909,-171,165,0,0
18471,206.25974025974,17,1528,-13.8947368421053,-739,453,1,0
18472,75.1649484536082,-521,409,-3.86458333333333,-494,424,0.45360824742268,0.154639175257732
18473,31.9925373134328,-12,67,0.195488721804511,-48,39,0.0746268656716418,0.0223880597014925
18474,174.707692307692,-34,509,-7.65625,-181,66,0.923076923076923,0.0153846153846154
18475,-304.030303030303,-2556,57,25.7230769230769,-900,614,0.0151515151515152,0.545454545454545
18476,48.8980891719745,-124,402,-2.26282051282051,-124,145,0.420382165605096,0.133757961783439
18477,-85.2666666666667,-450,60,7.15254237288136,-83,108,0.1,0.433333333333333
18478,-77.6052631578947,-572,100,7.97333333333333,-214,223,0.289473684210526,0.315789473684211
18479,83.7540983606557,-12,1012,-15.9333333333333,-805,676,0.688524590163934,0.0491803278688525
18480,-125.012820512821,-1325,59,8.12987012987013,-794,769,0.0512820512820513,0.320512820512821
18481,6.54545454545455,-32,69,0.604651162790698,-34,33,0.5,0
18482,-5.50684931506849,-54,64,0.361111111111111,-56,48,0.123287671232877,0.232876712328767
18483,-40.7454545454545,-107,50,0.165137614678899,-58,59,0.0636363636363636,0.0272727272727273
18484,277.679245283019,-2,1168,-21.8846153846154,-430,234,0.830188679245283,0.0188679245283019
18485,71.7333333333333,-58,2351,-31.3918918918919,-2270,126,0.293333333333333,0.106666666666667
18486,27.25,14,44,4,-18,19,1,0
18487,-233.934210526316,-5187,60,69.4533333333333,-37,3167,0.394736842105263,0.236842105263158
18488,443.43956043956,-59,11447,-11.4555555555556,-5883,9605,0.43956043956044,0.010989010989011
18489,111.775,-28,1132,-15.2307692307692,-971,456,0.35,0.075
18490,31.0081300813008,-3,79,0.213114754098361,-53,58,0.040650406504065,0.00813008130081301
18491,-9.69047619047619,-52,57,0.674698795180723,-34,44,0.333333333333333,0.666666666666667
18492,35.1631205673759,-40,187,0.185714285714286,-176,216,0.219858156028369,0.0212765957446809
18493,6.57647058823529,-79,64,0.30952380952381,-71,55,0.164705882352941,0.129411764705882
18494,18.0975609756098,-57,142,-1.04938271604938,-59,199,0.280487804878049,0.182926829268293
18495,-207.92,-2424,87,24.7474747474747,-295,786,0.24,0.44
18496,-8.98701298701299,-208,143,0.25,-277,121,0.285714285714286,0.272727272727273
18497,68.1604938271605,-281,542,-3.55,-500,389,0.135802469135802,0.234567901234568
18498,31.9047619047619,6,63,1,-28,38,1,0
18499,55.0178571428571,-26,158,0.945454545454545,-89,102,0.446428571428571,0.0714285714285714
18500,146.80487804878,-57,5122,-4.09016393442623,-4573,4687,0.373983739837398,0.0569105691056911
18501,-544.180555555556,-11239,162,72.8111888111888,-6422,6308,0.194444444444444,0.263888888888889
18502,61.2465753424658,-140,606,-8.15277777777778,-203,97,0.383561643835616,0.287671232876712
18503,42.3466666666667,2,75,-0.0945945945945946,-40,24,1,0
18504,32.4509803921569,-8,77,-0.62,-54,57,0.666666666666667,0.0196078431372549
18505,16.1666666666667,-12,93,-1.80487804878049,-92,44,0.142857142857143,0.0238095238095238
18506,-135.46511627907,-690,78,8.42352941176471,-114,187,0.104651162790698,0.441860465116279
18507,-7.31746031746032,-156,102,-0.161290322580645,-133,102,0.0952380952380952,0.253968253968254
18508,-6.13513513513514,-130,108,0.163636363636364,-179,139,0.0900900900900901,0.171171171171171
18509,112.48623853211,-22,532,-4.75,-448,442,0.0917431192660551,0.0275229357798165
18510,77.7814569536424,-149,273,-1.51333333333333,-168,218,0.132450331125828,0.0463576158940397
18511,-26.9420289855072,-216,71,1.26470588235294,-138,168,0.333333333333333,0.594202898550725
18512,123.516129032258,-6,274,-2.45652173913043,-96,51,0.623655913978495,0.032258064516129
18513,136.228070175439,-9,491,-8.125,-191,55,0.666666666666667,0.0175438596491228
18514,520.335403726708,3,10870,-40.33125,-9579,9343,1,0
18515,98.6715328467153,-24,579,-4.125,-269,186,0.35036496350365,0.0218978102189781
18516,-15,-111,27,3.13333333333333,-108,67,0.0645161290322581,0.290322580645161
18517,7.81818181818182,-60,64,1.59259259259259,-38,60,0.0545454545454545,0.163636363636364
18518,-0.383333333333333,-44,28,0.322033898305085,-32,32,0.05,0.0666666666666667
18519,-3.57471264367816,-894,2264,-4.6,-2264,1825,0.114942528735632,0.724137931034483
18520,-490.112903225806,-10537,48,13.8688524590164,-9788,9405,0,0.741935483870968
18521,78.6056338028169,1,248,-3.2,-97,135,1,0
18522,39.2307692307692,-24,227,-5.15789473684211,-190,48,0.358974358974359,0.128205128205128
18523,-378.068181818182,-2325,29,54.4883720930233,-103,1172,0.0681818181818182,0.772727272727273
18524,117.111111111111,0,394,-7.25,-166,110,0.533333333333333,0
18525,256.009523809524,-4999,6065,48.3173076923077,-5233,11064,0.285714285714286,0.123809523809524
18526,98.1340206185567,-16,977,-6.76041666666667,-540,313,0.144329896907216,0.0515463917525773
18527,127.592592592593,-19,574,-6.85,-230,75,0.345679012345679,0.037037037037037
18528,-142.409090909091,-334,29,3.22935779816514,-70,86,0.0363636363636364,0.963636363636364
18529,-2.2,-34,39,0.136363636363636,-39,46,0.155555555555556,0.0222222222222222
18530,-40.2317073170732,-296,64,3.97530864197531,-38,59,0.51219512195122,0.48780487804878
18531,-209.765957446809,-5287,64,8.10752688172043,-5031,4619,0.25531914893617,0.638297872340426
18532,190.241379310345,-56,1357,-16.0697674418605,-469,180,0.35632183908046,0.333333333333333
18533,-372.545454545455,-10393,74,46.348623853211,-5382,8406,0.127272727272727,0.581818181818182
18534,22.0243902439024,-32,82,0.3,-64,48,0.585365853658537,0.024390243902439
18535,-180.141304347826,-649,64,7.35164835164835,-326,216,0.152173913043478,0.630434782608696
18536,33.1136363636364,10,66,-0.325581395348837,-44,38,1,0
18537,-182.136690647482,-11187,543,2.51449275362319,-10519,9329,0.438848920863309,0.223021582733813
18538,10.4634146341463,-60,44,2.15,-28,32,0.146341463414634,0.146341463414634
18539,-141.648648648649,-499,35,5.82191780821918,-123,143,0.0405405405405405,0.621621621621622
18540,-187.529914529915,-746,38,0.163793103448276,-746,746,0,0
18541,282.25786163522,-6,4437,-6.5253164556962,-3476,3442,0.635220125786163,0.00628930817610063
18542,19.3300970873786,-147,221,-1.35294117647059,-104,97,0.155339805825243,0.359223300970874
18543,117.086021505376,-5,497,-5.16304347826087,-164,104,0.290322580645161,0.010752688172043
18544,-774.601694915254,-11325,104,96.1880341880342,-5449,5449,0.0338983050847458,0.313559322033898
18545,255.109243697479,-28,3172,-26.6610169491525,-1506,344,0.773109243697479,0.0420168067226891
18546,-58.0169491525424,-380,186,2.85470085470085,-112,124,0.372881355932203,0.355932203389831
18547,55.4556962025316,-25,1394,0.110169491525424,-1325,1331,0.0717299578059072,0.00421940928270042
18548,32.2535211267606,-84,109,0.425531914893617,-85,104,0.450704225352113,0.0422535211267606
18549,-40.9224137931034,-584,388,3.35652173913043,-330,388,0.224137931034483,0.258620689655172
18550,-724.238938053097,-10964,61,35.7837837837838,-9484,8668,0.0707964601769911,0.52212389380531
18551,-29.3333333333333,-637,60,10.0923076923077,-60,396,0.484848484848485,0.515151515151515
18552,466.265306122449,-39,3078,-46.6041666666667,-2092,822,0.653061224489796,0.0204081632653061
18553,245.868852459016,-50,1856,-30.4,-1172,175,0.524590163934426,0.0163934426229508
18554,16.6891891891892,-44,312,0.356164383561644,-308,311,0.175675675675676,0.0135135135135135
18555,-152.510204081633,-4995,94,34.3630136986301,-937,4428,0.170068027210884,0.210884353741497
18556,-901.198113207547,-11432,63,63.6095238095238,-8559,5752,0.0566037735849057,0.660377358490566
18557,-204.614285714286,-870,47,12.9855072463768,-306,296,0.0857142857142857,0.542857142857143
18558,23.4666666666667,-18,89,0.280898876404494,-45,66,0.444444444444444,0.0444444444444444
18559,72.188679245283,0,892,-16.6153846153846,-783,29,0.169811320754717,0
18560,75.019801980198,-1,748,0.27,-368,677,0,0.0099009900990099
18561,-259.042553191489,-1050,64,6.52688172043011,-243,256,0.0957446808510638,0.702127659574468
18562,-7.47058823529412,-149,68,0.226190476190476,-133,81,0.0705882352941176,0.0117647058823529
18563,100.78813559322,-11,337,-2.60683760683761,-116,53,0.745762711864407,0.0338983050847458
18564,-32.9506172839506,-205,54,1.95,-128,137,0.469135802469136,0.0123456790123457
18565,-66.6309523809524,-551,86,6.48192771084337,-83,183,0.238095238095238,0.392857142857143
18566,58.6060606060606,-21,151,0.0204081632653061,-56,133,0.0202020202020202,0.0202020202020202
18567,-289.867647058824,-2448,105,31.9402985074627,-553,1608,0.0588235294117647,0.235294117647059
18568,-0.737704918032787,-27,21,0.216666666666667,-25,29,0.213114754098361,0.0655737704918033
18569,234.56,-13,5304,-53.3838383838384,-4238,208,0.86,0.02
18570,51.2631578947368,0,134,-5.72222222222222,-103,29,0.736842105263158,0
18571,288.803921568627,-91,6104,-45.02,-4873,3834,0.431372549019608,0.0588235294117647
18572,151.116883116883,-27,789,-9.85526315789474,-516,69,0.545454545454545,0.012987012987013
18573,-154.909090909091,-4918,64,13.5963302752294,-3462,3779,0.0272727272727273,0.4
18574,-51.3693693693694,-2787,221,0.172727272727273,-2734,2036,0.18018018018018,0.045045045045045
18575,-348.387755102041,-5508,32,50.9072164948454,-3083,2511,0.0102040816326531,0.714285714285714
18576,-109.114285714286,-2485,194,36.2753623188406,-195,1232,0.0571428571428571,0.185714285714286
18577,92.0133333333333,-50,1643,-21.8513513513514,-701,313,0.426666666666667,0.226666666666667
18578,22.7,-13,46,-0.210526315789474,-52,40,0.6,0.05
18579,-149.35,-696,56,8.0253164556962,-386,369,0.0875,0.375
18580,175.314285714286,-50,627,-17.6764705882353,-206,66,0.457142857142857,0.0857142857142857
18581,19.1333333333333,5,47,0.0714285714285714,-27,25,1,0
18582,620.422222222222,18,11471,-37.2272727272727,-9596,9779,1,0
18583,7.76363636363636,-86,115,1.90740740740741,-94,94,0.381818181818182,0.309090909090909
18584,159.858585858586,-54,1494,-15.0510204081633,-1215,741,0.353535353535354,0.0505050505050505
18585,18.7549019607843,-44,87,0.178217821782178,-61,47,0.0392156862745098,0.00980392156862745
18586,-117.423076923077,-490,79,6.38961038961039,-102,116,0.461538461538462,0.538461538461538
18587,-18.6666666666667,-130,173,0.257425742574257,-173,173,0.0196078431372549,0.382352941176471
18588,12.5925925925926,-60,59,0.811320754716981,-29,34,0.277777777777778,0.148148148148148
18589,60.2647058823529,-6,194,0.373134328358209,-96,60,0,0.0294117647058824
18590,-50.8714285714286,-467,108,6.98550724637681,-216,336,0.471428571428571,0.528571428571429
18591,-68.06,-436,134,3.96969696969697,-206,196,0.18,0.24
18592,79.8461538461538,6,278,-2.31067961165049,-78,47,1,0
18593,121.793103448276,-337,5494,-36.8055555555556,-4667,232,0.413793103448276,0.0206896551724138
18594,-312.391891891892,-10951,263,22.7260273972603,-9098,11043,0.662162162162162,0.0810810810810811
18595,22.0384615384615,-1145,544,11.6233766233766,-462,1689,0.423076923076923,0.141025641025641
18596,-366.037735849057,-10293,64,98.2761904761905,-2793,7771,0.0471698113207547,0.952830188679245
18597,-214.344444444444,-4626,43,52.1460674157303,-75,3989,0.2,0.711111111111111
18598,129.313432835821,0,852,-12.6212121212121,-491,307,0.119402985074627,0
18599,-290.2,-10482,134,5.6890756302521,-9745,9760,0.241666666666667,0.366666666666667
18600,459.172185430464,6,5054,-9.48,-4419,4450,1,0
18601,106.259842519685,-70,924,-7.18253968253968,-234,47,0.456692913385827,0.0078740157480315
18602,20.7272727272727,-29,124,0,-55,117,0.454545454545455,0.0727272727272727
18603,175.772151898734,-127,1155,-3.84615384615385,-788,1282,0.746835443037975,0.0126582278481013
18604,-151.080882352941,-1119,70,2.57777777777778,-800,502,0,0.897058823529412
18605,155.732824427481,-13,5208,-39.9230769230769,-4190,508,0.198473282442748,0.0229007633587786
18606,154.296875,-35,1075,-8.29133858267716,-232,87,0.5078125,0.0078125
18607,203.333333333333,17,668,-10.6101694915254,-368,367,1,0
18608,291.435897435897,-23,1052,-8.94827586206897,-188,148,0.803418803418803,0.0341880341880342
18609,-94.1641791044776,-4537,169,34.0075187969925,-213,2325,0.0373134328358209,0.134328358208955
18610,11.5759493670886,-43,86,0.114649681528662,-52,86,0.0253164556962025,0.0189873417721519
18611,-5.80769230769231,-885,146,8.61165048543689,-129,313,0.432692307692308,0.115384615384615
18612,-1.85714285714286,-110,101,-0.0810810810810811,-70,102,0.0178571428571429,0.160714285714286
18613,6.80882352941176,-20,39,0.0597014925373134,-29,41,0.264705882352941,0.0735294117647059
18614,84.5070422535211,-14,801,-11.1857142857143,-331,54,0.591549295774648,0.0140845070422535
18615,309.66265060241,-12,5305,-64.3780487804878,-3191,144,0.614457831325301,0.0120481927710843
18616,-64.2962962962963,-236,55,0.130434782608696,-196,196,0.172839506172839,0.0432098765432099
18617,10.7647058823529,-9,44,-0.5,-19,18,0.352941176470588,0.411764705882353
18618,-54.8035714285714,-523,64,9.98181818181818,-148,153,0.357142857142857,0.321428571428571
18619,-317.25641025641,-2336,144,27.2467532467532,-206,1111,0,0.743589743589744
18620,3.05,-100,61,1.89473684210526,-127,83,0.55,0.1
18621,-211.510416666667,-10505,132,56.0631578947368,-5194,10126,0.28125,0.208333333333333
18622,174.977528089888,-42,1006,-11.2159090909091,-355,147,0.382022471910112,0.0561797752808989
18623,160.816091954023,-122,4899,-56.6162790697674,-4437,151,0.436781609195402,0.0114942528735632
18624,117.6375,-1,577,-0.772151898734177,-319,265,0.175,0.0125
18625,39.8095238095238,-6,301,-4.43548387096774,-286,41,0.476190476190476,0.0476190476190476
18626,40.4444444444444,-26,437,-15.8076923076923,-362,101,0.296296296296296,0.259259259259259
18627,-186.064285714286,-10870,63,1.49640287769784,-10712,10704,0.0357142857142857,0.0428571428571429
18628,48.3658536585366,-77,85,-0.025,-154,134,0.585365853658537,0.024390243902439
18629,561.719008264463,-117,4445,-36.825,-3292,60,0.512396694214876,0.0413223140495868
18630,-40.3958333333333,-158,29,2.25531914893617,-58,74,0.0625,0.833333333333333
18631,-38.4891304347826,-806,123,9.14285714285714,-403,475,0.0652173913043478,0.195652173913043
18632,5.14925373134328,-24,56,0.606060606060606,-46,36,0.134328358208955,0.0746268656716418
18633,93.1076923076923,-12,619,-8.96875,-186,46,0.353846153846154,0.0153846153846154
18634,107.710280373832,-64,1039,-6.94339622641509,-578,277,0.672897196261682,0.102803738317757
18635,-135.610169491525,-1206,86,21.2413793103448,-55,946,0,0.711864406779661
18636,99.6888888888889,-50,502,-10.6136363636364,-267,160,0.311111111111111,0.155555555555556
18637,-21.2875,-375,980,4.50632911392405,-612,865,0.6,0.4
18638,-1126.10144927536,-12194,34,38.3503649635037,-6959,5377,0.072463768115942,0.318840579710145
18639,-92.8055555555556,-1582,179,14.9626168224299,-142,1076,0.0277777777777778,0.509259259259259
18640,-556.330357142857,-10568,57,65.045045045045,-3071,4592,0,0.8125
18641,8.79166666666667,-54,56,0.404255319148936,-42,32,0.625,0
18642,16.9268292682927,-8,69,0.775,-34,32,0.51219512195122,0.024390243902439
18643,19.125,-171,62,12.2,-29,192,0.875,0.125
18644,-284.631578947368,-5203,118,69.72,-162,2298,0.0657894736842105,0.447368421052632
18645,28.4,0,54,-1.26315789473684,-50,54,0.05,0
18646,-30.7934782608696,-1358,352,15.2087912087912,-209,434,0.0434782608695652,0.173913043478261
18647,-19.1428571428571,-147,46,-1.68292682926829,-127,113,0.357142857142857,0.642857142857143
18648,82.8765432098765,-175,846,-8.2625,-264,166,0.345679012345679,0.0123456790123457
18649,244.378378378378,2,4610,-5.36363636363636,-4110,4067,1,0
18650,-100.197183098592,-1374,46,19.9428571428571,-146,938,0.0704225352112676,0.47887323943662
18651,240.16393442623,-51,5042,-84,-4887,467,0.524590163934426,0.0163934426229508
18652,21.7727272727273,-5,43,1.23809523809524,-27,34,0.181818181818182,0.0454545454545455
18653,-669.340909090909,-11082,56,67.0114942528736,-5379,5240,0.113636363636364,0.886363636363636
18654,10,-11,43,0.461538461538462,-37,23,0.259259259259259,0.185185185185185
18655,25.9285714285714,-55,164,-2.5609756097561,-98,55,0.166666666666667,0.166666666666667
18656,43.0838709677419,-98,211,0.168831168831169,-211,205,0.148387096774194,0
18657,183.13698630137,-9,1997,-27.1805555555556,-1208,97,0.821917808219178,0.0273972602739726
18658,38.109375,0,89,-0.936507936507937,-44,33,0.21875,0
18659,-171.367346938776,-699,28,7.22680412371134,-99,191,0.0918367346938776,0.571428571428571
18660,-21.1818181818182,-56,73,0.298850574712644,-41,38,0.181818181818182,0.102272727272727
18661,-99.1574074074074,-1062,51,8.61682242990654,-592,913,0.175925925925926,0.444444444444444
18662,491.943396226415,-8,4406,-84.6923076923077,-2440,154,0.905660377358491,0.0188679245283019
18663,31.8,2,52,-1.10344827586207,-46,31,1,0
18664,-7.19148936170213,-174,104,0.225806451612903,-146,104,0.414893617021277,0.0957446808510638
18665,-1.77450980392157,-139,68,0.188118811881188,-120,102,0.186274509803922,0.0196078431372549
18666,357.945205479452,-29,1739,-23.3611111111111,-883,552,0.547945205479452,0.0136986301369863
18667,-95.3676470588235,-700,95,10.8358208955224,-102,263,0,0.544117647058823
18668,106.80701754386,-5,726,-12.625,-558,220,0.649122807017544,0.0175438596491228
18669,-99.304347826087,-543,38,6.17582417582418,-36,152,0.0652173913043478,0.75
18670,85.3737373737374,-21,413,-3.91836734693878,-88,78,0.424242424242424,0.0808080808080808
18671,36.1463414634146,-23,215,0.234567901234568,-195,195,0.195121951219512,0.109756097560976
18672,-10.2,-105,94,0.201550387596899,-68,44,0.0538461538461538,0.0153846153846154
18673,-59.8803418803419,-376,147,0.163793103448276,-183,376,0.222222222222222,0.00854700854700855
18674,-146.517543859649,-570,64,5.27433628318584,-123,131,0.0614035087719298,0.684210526315789
18675,32.9285714285714,6,91,0.37037037037037,-62,29,1,0
18676,-92.3653846153846,-455,11,8.50980392156863,-53,238,0.0192307692307692,0.730769230769231
18677,-54.8938053097345,-127,65,-0.276785714285714,-81,95,0.0973451327433628,0.0265486725663717
18678,50.5087719298246,-8,87,-0.446428571428571,-76,59,0.315789473684211,0.0175438596491228
18679,145.306666666667,-5,558,-7.18918918918919,-166,52,0.56,0.0133333333333333
18680,23.9782608695652,-20,57,-0.844444444444444,-33,29,0.478260869565217,0.0217391304347826
18681,342.542372881356,-170,5487,-31.0738636363636,-4114,4171,0.124293785310734,0.112994350282486
18682,205.745098039216,13,812,-15.96,-465,99,1,0
18683,84.3571428571429,-53,530,0.216867469879518,-266,336,0.30952380952381,0.0119047619047619
18684,21.875,-1,74,0.553191489361702,-62,37,0.125,0.0208333333333333
18685,355.637362637363,-1,1918,-5.3,-1096,1148,0.857142857142857,0.010989010989011
18686,116.92,-42,461,-5.87837837837838,-178,88,0.8,0.12
18687,151.088607594937,-4,490,-5.76923076923077,-87,78,0.734177215189873,0.0126582278481013
18688,12.9791666666667,-63,106,-1.70212765957447,-152,41,0.0625,0.3125
18689,-55.3072916666667,-189,64,0.136125654450262,-107,65,0.125,0.015625
18690,111.539682539683,-85,1048,-11.9516129032258,-527,281,0.19047619047619,0.19047619047619
18691,938.877551020408,-29,2894,-58.1666666666667,-1335,875,0.775510204081633,0.0612244897959184
18692,14.4193548387097,-27,52,1.36666666666667,-19,38,0.709677419354839,0.129032258064516
18693,68.0970873786408,-12,480,0.254901960784314,-378,404,0.058252427184466,0.00970873786407767
18694,16.5223880597015,-74,74,0.0303030303030303,-75,74,0.447761194029851,0.134328358208955
18695,-60.3467741935484,-705,91,5.83739837398374,-173,299,0.233870967741935,0.290322580645161
18696,163.977777777778,-57,400,-8.18181818181818,-123,72,0.666666666666667,0.0888888888888889
18697,-29.7368421052632,-578,123,8.05333333333333,-151,361,0,0.381578947368421
18698,-62.2972972972973,-412,64,5.89041095890411,-77,168,0.189189189189189,0.459459459459459
18699,-1414.89830508475,-11447,45,52.1880341880342,-5367,6137,0.00847457627118644,0.779661016949153
18700,-289.954545454545,-5602,48,7.40366972477064,-4339,2901,0.118181818181818,0.527272727272727
18701,22.7,4,61,1.33333333333333,-43,48,1,0
18702,-3.76635514018692,-437,74,0.179245283018868,-319,206,0.504672897196262,0.00934579439252336
18703,17.6119402985075,-62,196,-0.696969696969697,-196,72,0.104477611940299,0.134328358208955
18704,82.8472222222222,0,132,-1.43661971830986,-117,112,0.0138888888888889,0
18705,61.1881188118812,-101,209,-1.6,-101,101,0.376237623762376,0.0099009900990099
18706,10.9333333333333,-25,48,0.357142857142857,-50,53,0.4,0.0666666666666667
18707,36.2857142857143,0,81,-0.890909090909091,-67,77,0.0178571428571429,0
18708,70.8,-12,178,-1.62162162162162,-68,35,0.786666666666667,0.0666666666666667
18709,39.4380952380952,-72,191,0.25,-129,82,0.0857142857142857,0.0285714285714286
18710,-2.37373737373737,-94,94,0.26530612244898,-88,108,0.0303030303030303,0.313131313131313
18711,-2.18055555555556,-81,68,0.366197183098592,-52,31,0.0138888888888889,0.291666666666667
18712,205.139240506329,0,2107,-24.8205128205128,-1449,536,0.291139240506329,0
18713,95.2916666666667,22,363,-6.23404255319149,-166,47,1,0
18714,362.728260869565,0,5504,-11.010989010989,-3395,4031,0.782608695652174,0
18715,84.5425531914894,-8,536,0.0967741935483871,-413,414,0.148936170212766,0.0106382978723404
18716,-33.2714285714286,-200,65,0.27536231884058,-154,154,0.342857142857143,0.0285714285714286
18717,-126.948275862069,-4184,169,4.36521739130435,-3684,3504,0.0603448275862069,0.431034482758621
18718,-25.7021276595745,-139,98,1.06428571428571,-70,86,0.340425531914894,0.418439716312057
18719,-30,-239,115,1.32,-174,118,0.217821782178218,0.0693069306930693
18720,-257.095744680851,-10655,41,58.6236559139785,-5221,10396,0.191489361702128,0.563829787234043
18721,-129.691176470588,-6264,152,93.8805970149254,-146,3844,0.0441176470588235,0.147058823529412
18722,-141.632075471698,-1582,163,14.8952380952381,-247,674,0.641509433962264,0.339622641509434
18723,55.9672131147541,0,98,0.433333333333333,-67,86,0,0
18724,31.8347826086957,-15,262,0.315789473684211,-97,113,0,0.00869565217391304
18725,140.574712643678,-67,721,-8.36046511627907,-390,202,0.609195402298851,0.0229885057471264
18726,-127.568181818182,-513,60,5.91954022988506,-88,183,0.272727272727273,0.613636363636364
18727,107.102040816327,-14,486,-6.97916666666667,-281,395,0.489795918367347,0.0204081632653061
18728,-85.7356321839081,-1487,71,17.5116279069767,-249,505,0.0229885057471264,0.149425287356322
18729,-64.9508196721311,-274,135,0.214876033057851,-146,135,0.0491803278688525,0.39344262295082
18730,-154.369565217391,-493,74,7.4,-127,161,0.347826086956522,0.565217391304348
18731,-10.28,-205,87,0.191919191919192,-180,100,0.1,0.02
18732,30.9761904761905,-8,98,-1.92682926829268,-100,98,0.80952380952381,0.0714285714285714
18733,114.254545454545,-18,774,-13.8518518518519,-331,45,0.654545454545455,0.0545454545454545
18734,766.105882352941,-39,10109,-22.5714285714286,-9044,8135,0.847058823529412,0.0117647058823529
18735,12.4489795918367,-21,60,0.541666666666667,-48,60,0.122448979591837,0.183673469387755
18736,-425.864406779661,-5131,58,42.3760683760684,-4067,4260,0.0338983050847458,0.610169491525424
18737,137.464788732394,17,1950,-27.4857142857143,-758,77,1,0
18738,-170.267857142857,-588,92,5.12612612612613,-214,217,0.25,0.419642857142857
18739,10.8571428571429,-5,38,-1.53846153846154,-31,34,0.357142857142857,0.0714285714285714
18740,42.8387096774194,0,73,-1.4,-31,30,0.709677419354839,0
18741,33.3965517241379,8,71,-0.456140350877193,-29,28,1,0
18742,209.912280701754,11,1162,-19.5535714285714,-859,503,1,0
18743,125.693069306931,12,1010,-9.84,-360,72,1,0
18744,234.48623853211,-50,1226,-10.9814814814815,-281,93,0.623853211009174,0.211009174311927
18745,97.3086419753086,-21,314,-3.4375,-166,64,0.691358024691358,0.037037037037037
18746,220.567375886525,0,1634,-8.46428571428571,-938,480,0.297872340425532,0
18747,-5.6875,-576,107,12.7234042553191,-72,305,0.270833333333333,0.0833333333333333
18748,-125.198113207547,-630,81,6.08571428571429,-85,373,0.207547169811321,0.622641509433962
18749,79.7462686567164,17,313,-2.18181818181818,-175,176,1,0
18750,356.745614035088,-146,4637,-2.58407079646018,-4169,4300,0.184210526315789,0.0350877192982456
18751,13.2625,-28,60,0.0126582278481013,-35,33,0.05,0.1
18752,-19.3541666666667,-624,244,13.7446808510638,-184,288,0.791666666666667,0.208333333333333
