Event,Result,FirstMove,NumberOfMoves,WhiteElo,BlackElo
22035,D,e4e5,58,2200,2352
22036,B,d4Nf6,33,2456,2472
22037,W,e4c5,31,2054,2126
22038,W,d4d5,45,2253,2075
22039,D,d4d5,55,2665,2655
22040,B,e4c5,38,2140,2013
22041,B,e4c5,57,2109,2105
22042,W,Nf3Nf6,36,2689,2407
22043,B,e4c5,42,1996,2184
22044,D,d4Nf6,42,2125,2135
22045,D,d4Nf6,43,2716,2584
22046,D,e4e6,49,2792,2628
22047,W,e4c5,33,2141,1987
22048,B,b3d5,52,2475,2562
22049,B,e4e5,34,1767,2120
22050,D,e4d5,46,2019,1867
22051,D,e4e5,60,2480,2650
22052,D,c4c6,61,2370,2573
22053,B,e4e6,29,2111,1870
22054,B,Nf3c5,70,2139,2375
22055,D,Nf3Nf6,41,1850,2265
22056,B,d4Nf6,47,1884,2367
22057,D,e4Nf6,39,1725,2013
22058,B,c4g6,39,2723,2783
22059,D,d4d5,7,2411,2167
22060,W,e4c5,45,2518,2277
22061,B,d4d5,39,2492,2382
22062,B,d4d5,41,2072,2126
22063,W,d4Nf6,32,2254,2580
22064,B,e4c5,16,1811,2081
22065,B,e4c5,41,2290,2196
22066,D,d4d5,14,2638,2599
22067,D,d4Nf6,59,2543,2436
22068,W,d4Nf6,33,2326,1905
22069,B,e4c5,66,2656,2628
22070,B,d4Nf6,49,2116,1843
22071,W,d4Nf6,45,2504,2318
22072,W,d4Nf6,24,2406,2009
22073,B,d4Nf6,30,2371,2532
22074,W,e4e5,58,2496,2507
22075,W,Nf3Nf6,40,2149,2053
22076,D,d4Nf6,27,2270,2181
22077,D,e4c6,94,2112,2188
22078,D,e4c5,13,2292,2521
22079,W,d4Nf6,40,2312,2454
22080,B,d4Nf6,53,2287,2531
22081,W,e4d6,30,1914,1759
22082,W,Nf3d5,40,2324,2364
22083,B,d4d5,50,1666,1436
22084,D,e4e6,46,2251,2303
22085,B,e4c6,32,2502,2639
22086,D,Nf3Nf6,31,2442,2567
22087,D,e4c5,47,2369,2197
22088,W,e4c6,41,2254,2032
22089,B,d4g6,43,2028,2316
22090,W,d4e6,36,2387,2119
22091,W,c4e5,63,2289,2040
22092,W,d4Nf6,50,2492,2650
22093,B,e4c6,95,1812,2093
22094,B,c4c6,67,2521,2622
22095,D,d4Nf6,99,2507,2439
22096,D,d4Nf6,51,2522,2282
22097,D,e4e6,75,2168,2409
22098,B,e4e5,24,2333,2388
22099,D,d4Nf6,68,2097,1899
22100,D,e4c5,52,2343,2328
22101,D,Nf3Nf6,38,2264,2547
22102,W,e4c5,51,2102,1901
22103,D,d4Nf6,75,2195,2463
22104,D,c4g6,33,2698,2461
22105,B,Nf3Nf6,42,1799,2434
22106,W,d4Nf6,47,2339,2313
22107,W,d4f5,48,2354,2195
22108,B,e4d6,36,1827,2083
22109,B,e4d5,81,2273,2448
22110,W,g3g6,52,1804,1531
22111,W,d4Nf6,35,2237,2143
22112,D,d4g6,40,2395,2435
22113,D,c4f5,56,1941,2228
22114,D,d4e6,45,2082,1899
22115,W,d4d5,14,2501,1948
22116,D,Nf3d5,38,2381,2296
22117,W,e4c5,43,2365,2086
22118,D,d4e6,67,2086,2405
22119,B,e4c5,43,2223,2596
22120,W,d4Nf6,35,2770,2599
22121,W,c4e5,36,2179,2016
22122,B,c4e6,29,2088,2276
22123,D,d4Nf6,122,2636,2509
22124,B,d4Nf6,47,2522,2577
22125,B,d4Nf6,65,2438,2325
22126,W,d4Nf6,35,1950,2139
22127,B,e4c5,23,1947,2160
22128,B,d4d5,33,1755,1934
22129,D,Nf3Nf6,72,2506,2402
22130,B,e4e6,74,2423,2492
22131,D,e4e6,34,1862,1717
22132,W,e4e5,50,2341,2367
22133,D,e4e5,10,2616,2647
22134,D,e4c5,56,2136,2336
22135,W,d4Nf6,42,2306,2601
22136,B,e4c5,39,2426,2660
22137,W,d4Nf6,28,2586,2224
22138,W,e4e5,24,2271,1904
22139,W,d4d5,36,2500,2252
22140,W,d4d5,71,2416,2226
22141,D,Nf3c5,41,2378,2614
22142,W,e4c6,51,2413,2584
22143,B,e4e5,28,2150,2556
22144,W,c4Nf6,48,2285,2115
22145,W,e4e5,25,2590,2375
22146,D,d4Nf6,12,2533,2477
22147,D,d4Nf6,22,2517,2530
22148,B,e4e5,26,1288,2005
22149,B,e4d6,52,2073,2313
22150,B,e4c5,46,2688,2482
22151,B,e4e6,60,2249,2458
22152,W,d4d5,32,2421,2136
22153,D,Nf3Nf6,19,1988,1895
22154,D,e4d6,44,2427,2502
22155,D,d4Nf6,10,1970,1820
22156,B,c4e5,50,2135,2418
22157,W,c4e5,56,2455,2430
22158,B,e4c5,69,2496,2550
22159,B,d4Nf6,77,2051,2408
22160,W,d4Nf6,34,2416,2183
22161,B,d4Nf6,29,2474,2248
22162,D,c4c6,39,2174,2366
22163,D,d4f5,36,1929,2006
22164,W,e4c5,39,2685,2397
22165,W,Nc3d5,41,2399,2172
22166,B,e4c5,80,2171,1969
22167,D,d4Nf6,75,2578,2441
22168,B,e4c6,35,2624,2471
22169,B,e4c5,25,2160,2316
22170,D,d4d5,64,2438,2275
22171,W,Nf3Nf6,44,2414,1886
22172,D,d4d5,45,2457,2441
22173,D,e4e6,55,2424,2450
22174,B,c4c6,84,2145,2462
22175,W,d4d5,23,2506,2271
22176,B,c4c5,23,1745,1968
22177,D,d4Nf6,80,2053,2195
22178,W,d4Nf6,43,2476,2549
22179,B,e4c5,29,2205,1827
22180,B,e4c5,35,2343,2428
22181,W,e4g6,42,2296,2286
22182,B,d4d5,41,1790,2055
22183,B,c4Nf6,62,2544,2551
22184,B,e4c5,33,2286,2537
22185,W,d4g6,30,2048,1802
22186,B,e4c5,48,2365,2165
22187,W,d4Nf6,28,2292,2013
22188,B,c4c6,109,2481,2508
22189,D,d4d6,30,2355,2408
22190,W,d4Nf6,51,2243,2263
22191,B,e4c5,37,2215,2441
22192,D,g3d5,33,2565,2514
22193,W,e4c6,50,2590,2133
22194,D,d4Nf6,51,2387,2523
22195,W,e4c5,53,2184,1964
22196,B,e4d6,33,2675,2546
22197,D,e4d5,33,2282,2010
22198,D,e4e5,34,1730,1916
22199,B,e4d6,43,2262,2244
22200,B,d4Nf6,43,2582,2548
22201,W,Nf3Nf6,45,2435,2065
22202,W,Nf3Nf6,27,2419,2206
22203,D,Nf3d5,23,2344,2295
22204,D,e4c5,18,2203,2463
22205,W,d4Nf6,42,1924,2126
22206,B,d4d5,52,2430,2445
22207,D,d4d5,70,2524,2504
22208,W,e4e5,32,2057,2057
22209,W,Nf3Nf6,22,2212,2055
22210,W,Nf3g6,64,2105,2296
22211,B,d4g6,38,2323,2583
22212,W,Nf3e6,57,2116,1972
22213,D,e4c5,45,2147,2339
22214,D,d4Nf6,40,2222,2496
22215,W,d4Nf6,38,2299,2158
22216,D,e4c5,28,2434,2455
22217,W,d4Nf6,35,2300,2194
22218,B,Nf3Nf6,66,2217,2170
22219,D,d4Nf6,117,2243,2078
22220,B,e4g6,65,2054,2421
22221,B,d4d5,25,1920,2427
22222,D,e4e5,31,2369,2488
22223,W,d4Nf6,44,2724,2631
22224,D,e4e6,54,1987,1642
22225,W,e4c5,11,2561,2133
22226,W,e4e5,38,2562,2693
22227,B,e4e5,41,2039,2144
22228,B,d4Nf6,49,2457,2467
22229,W,g3g6,40,2442,2154
22230,D,d4Nf6,19,1945,1762
22231,D,Nf3c5,80,2562,2326
22232,W,d4Nf6,46,2176,1967
22233,W,d4Nf6,19,1901,1582
22234,B,d4Nf6,44,2117,2241
22235,B,e4c5,36,2033,2213
22236,B,e4e5,50,1847,2068
22237,W,d4d5,41,1910,1970
22238,B,d4d5,24,1650,1944
22239,W,d4Nf6,38,2493,2227
22240,B,d4Nf6,34,1601,2134
22241,W,d4Nf6,37,1984,1581
22242,D,Nf3c5,44,2496,2363
22243,D,e4c5,52,2330,2157
22244,W,d4Nf6,25,2463,2167
22245,W,d4d5,40,2167,1892
22246,D,Nf3Nf6,43,2367,2526
22247,B,d4Nf6,41,2217,2462
22248,B,e4c5,49,2184,2277
22249,D,d4Nf6,21,1546,1826
22250,W,d4d5,27,2646,2524
22251,W,e4e5,49,1968,1941
22252,W,e4c6,41,2038,2329
22253,W,e4c5,57,2056,2095
22254,W,e4c5,31,1520,1790
22255,B,e4c5,32,2284,2411
22256,W,e4e5,27,2285,2306
22257,W,d4Nf6,28,2596,2399
22258,D,d4Nf6,53,2024,2376
22259,B,d4d5,36,2071,2328
22260,D,d4f5,43,2737,2723
22261,B,e4c5,50,2432,2704
22262,B,e4b6,25,1885,1971
22263,W,e4e5,51,2494,2194
22264,W,d4Nf6,34,2087,2221
22265,B,e4c6,34,2404,2583
22266,D,d4e6,42,2171,2338
22267,B,d4d5,49,2325,2097
22268,W,Nf3Nf6,66,2010,2091
22269,W,f4d6,27,2168,1923
22270,D,b3e5,33,2270,2356
22271,B,e4e5,43,2374,2446
22272,B,e4e6,31,2046,2273
22273,B,d4d5,58,2331,2463
22274,W,c4e5,49,2522,2404
22275,D,d4Nf6,45,2693,2607
22276,B,e4c5,40,2004,2380
22277,B,d4e6,27,1963,2375
22278,B,Nf3d5,34,2147,2643
22279,W,e4c6,42,2186,2075
22280,D,e4e6,65,2684,2440
22281,W,e4d6,37,2080,1902
22282,D,d4Nf6,31,2357,2230
22283,W,d4d5,36,2242,1990
22284,W,e4e5,20,2472,1912
22285,D,Nf3f5,20,2282,2105
22286,D,d4Nc6,15,2291,2285
22287,B,d4d5,76,2232,2060
22288,W,e4e5,36,2448,2190
22289,W,e4c5,35,2460,2191
22290,B,d4c5,71,2001,2247
22291,W,c4e5,30,2157,2043
22292,D,d4d5,9,2081,2135
22293,W,d4Nf6,66,2449,2313
22294,W,Nf3d5,35,2356,2386
22295,B,d4Nf6,32,2081,1972
22296,D,e4d6,36,2389,2390
22297,W,e4c5,25,2046,2170
22298,B,e4c5,42,2651,2683
22299,W,c4Nf6,51,2366,2055
22300,B,c4c5,60,2121,2346
22301,B,e4c5,95,2321,2560
22302,B,d4Nf6,33,1940,1852
22303,W,e4c5,32,2237,1956
22304,B,d4Nf6,41,2143,2362
22305,D,e4c5,52,1786,1881
22306,D,e4c6,21,2439,2329
22307,D,Nf3Nf6,39,1926,2003
22308,W,e4c5,70,2504,2112
22309,B,e4d6,41,2241,2310
22310,D,e4e6,42,2003,1708
22311,D,Nf3Nf6,28,2582,2505
22312,D,e4c6,20,2772,2702
22313,B,e4c5,71,2139,2185
22314,W,e4e6,38,2384,2128
22315,W,e4c5,36,2328,2097
22316,B,e4c5,43,1994,2445
22317,D,e4e6,19,2234,2311
22318,D,e4c5,24,2522,2454
22319,B,d4Nf6,54,2030,2363
22320,B,e4c5,30,2384,2571
22321,W,e4e6,60,2611,2531
22322,W,e4c5,44,2388,2321
22323,W,e4Nf6,35,2651,2734
22324,W,e4c5,68,2072,2247
22325,W,e4e5,45,2165,2036
22326,B,e4c5,43,1821,1990
22327,W,e4d6,34,2412,2244
22328,B,e4g6,40,1654,2254
22329,D,d4d5,40,2556,2533
22330,B,d4d5,40,2141,2404
22331,B,d4Nf6,59,1410,1536
22332,D,e4d5,81,2251,2659
22333,W,e4c5,21,1738,1484
22334,W,d4d5,28,2423,1939
22335,W,e3d5,51,2190,1956
22336,D,e4e6,59,2223,2058
22337,D,c4e5,40,2205,2275
22338,W,d4d5,153,2678,2633
22339,W,c4e5,39,2205,2130
22340,B,e4e5,39,2329,2512
22341,W,e4e5,38,2229,1985
22342,B,g3c5,29,2384,2647
22343,D,e4c6,56,2274,2309
22344,W,d4d5,35,2547,2514
22345,D,d4Nf6,58,2609,2558
22346,D,e4c6,20,2459,2581
22347,B,Nf3c5,42,2187,2079
22348,D,d4d5,20,2329,2354
22349,B,e4c5,76,2198,2411
22350,W,e4c6,33,2099,1926
22351,D,c4f5,50,2497,2435
22352,B,d4f5,32,2342,2095
22353,B,d4d5,33,1997,1737
22354,D,e4d5,27,2064,2067
22355,W,e4c5,43,2118,1942
22356,D,e4e5,63,2053,2151
22357,D,d4Nf6,21,1864,2210
22358,W,d4Nf6,65,2565,2334
22359,W,c4e5,30,2385,2503
22360,B,c4Nf6,43,2409,2564
22361,D,e4c5,14,2282,2378
22362,W,d4Nf6,46,2278,2386
22363,D,e4e6,10,2356,2181
22364,B,Nf3c5,27,1712,2128
22365,B,c4Nf6,22,2064,2370
22366,D,e4d5,72,2302,2176
22367,W,d4d5,51,2128,1955
22368,W,e4e6,33,2659,2430
22369,B,d4Nf6,44,2130,2245
22370,B,b3e5,35,2188,2612
22371,D,e4e6,52,1383,1556
22372,B,Nf3Nf6,60,2389,2647
22373,D,d4Nf6,40,1930,1977
22374,W,d4Nf6,66,2193,1823
22375,W,e4c5,33,2414,2017
22376,B,e4e5,59,1807,2025
22377,D,e4d5,28,2459,2443
22378,W,e4e5,67,2147,2032
22379,D,e4e5,58,2439,2506
22380,W,Nc3c6,58,2282,2064
22381,D,e4e5,25,2663,2636
22382,B,d4Nf6,48,2263,2427
22383,W,e4e5,58,2516,2532
22384,B,e4e6,40,2354,2531
22385,W,c4c5,80,2391,2212
22386,B,d4d5,54,2104,2374
22387,B,c4e5,22,2280,2338
22388,W,c4Nf6,35,2368,2380
22389,W,d4d5,60,2001,1713
22390,W,e4e6,34,2545,2489
22391,B,d4Nf6,29,2329,2244
22392,W,d4d5,75,2458,2368
22393,W,e4d6,36,2143,2098
22394,D,Nf3Nf6,42,2147,2441
22395,W,e4c5,37,2130,1925
22396,W,e4c5,34,2494,2269
22397,B,d4g6,26,2168,2423
22398,W,e4c6,63,1520,1667
22399,D,e4c5,33,2517,2243
22400,W,c4Nf6,64,2270,2166
22401,W,e4g6,36,2285,2533
22402,D,d4Nf6,33,2347,2524
22403,B,e4d6,46,2351,2388
22404,D,d4d5,60,2440,2641
22405,W,d4d5,34,2498,2290
22406,W,c4Nf6,30,2474,2320
22407,W,e4e5,49,2013,1714
22408,D,d4d5,42,2526,2308
22409,D,d4Nf6,31,2145,2108
22410,B,d4f5,50,2651,2630
22411,W,e4d5,28,2496,2516
22412,D,e4c5,23,2081,2351
22413,W,e4e6,45,2418,2481
22414,D,e4e5,25,1938,1879
22415,B,d4e6,49,2245,2340
22416,B,d4d5,32,1701,1473
22417,B,c4e6,17,1904,2312
22418,D,d4Nf6,26,2637,2579
22419,D,b3d5,18,2468,2416
22420,B,e4c5,40,2089,2533
22421,B,e4c5,60,2484,2373
22422,B,d4Nf6,23,1622,2202
22423,B,e4c5,52,1845,1901
22424,B,d4Nf6,40,2613,2692
22425,B,e4c5,37,1996,2038
22426,D,d4Nf6,25,1891,1769
22427,D,e4e6,52,2189,2393
22428,W,e4c6,38,2613,2442
22429,D,e4e5,30,1978,2154
22430,W,e4c5,44,2647,2570
22431,D,Nf3d5,60,2531,2409
22432,B,d4Nf6,38,2216,2077
22433,W,e4c5,30,2029,2023
22434,D,e4e5,43,2651,2620
22435,B,e4c6,44,2459,2615
22436,D,e4e5,52,1944,2028
22437,B,e4e5,44,2103,2146
22438,B,e4c6,33,1361,1918
22439,B,e4e5,32,2005,2172
22440,D,e4c5,58,2031,2154
22441,W,e4d6,45,2169,2047
22442,D,Nf3Nf6,7,2373,2436
22443,D,d4Nf6,40,2424,2374
22444,W,d4Nf6,33,2520,2569
22445,B,e4c5,37,1965,2412
22446,W,e4c6,21,2136,1898
22447,D,d4Nf6,47,2256,2317
22448,D,d4d5,35,2213,2165
22449,W,c4g6,28,2198,2203
22450,B,e4d6,58,2225,2438
22451,W,d4c5,26,2474,2143
22452,D,Nf3Nf6,27,2091,2216
22453,W,g3g6,41,2218,2285
22454,D,d4g6,41,2152,2371
22455,B,d4Nf6,39,2036,2355
22456,B,d4Nf6,54,2103,2201
22457,D,f4d5,30,1995,2108
22458,W,d4Nf6,25,1921,1786
22459,B,e4c6,46,2684,2773
22460,W,Nf3g6,41,2137,2091
22461,W,e4c5,51,2170,2531
22462,D,e4c5,74,2634,2455
22463,D,d4e6,42,2153,2392
22464,W,e4c5,27,2087,1725
22465,B,d4Nf6,71,2493,2406
22466,W,Nf3c5,69,2225,1864
22467,D,e4e5,47,2606,2453
22468,B,e4e5,55,2731,2772
22469,W,Nf3b6,47,2133,2517
22470,B,Nf3c5,68,1885,1560
22471,W,c4c6,50,2159,1989
22472,W,e4e6,29,2326,1994
22473,W,Nf3d5,60,2367,1927
22474,B,d4f5,25,1713,2099
22475,B,d4Nf6,26,2359,2621
22476,D,e4c6,26,2019,1633
22477,W,d4Nf6,39,1929,1779
22478,W,Nf3d5,29,2216,1892
22479,D,d4Nf6,40,2132,1845
22480,W,e4e6,17,2512,2094
22481,W,c4Nf6,55,2711,2482
22482,B,e4c5,103,2376,2337
22483,D,d4Nf6,59,2163,1954
22484,D,e4e5,125,2426,2442
22485,B,e4c6,101,2321,2371
22486,B,e4e6,31,2015,1946
22487,W,Nf3Nf6,28,2550,2304
22488,W,e4c5,24,2575,2192
22489,B,d4e6,50,2490,2401
22490,W,d4d6,62,1984,2009
22491,W,e4e6,39,2023,2107
22492,B,e4e5,47,2090,2157
22493,B,d4d6,38,2411,2421
22494,B,e4e6,36,2193,2167
22495,D,e4e5,35,2553,2560
22496,W,Nf3f5,28,2093,2011
22497,D,d4Nf6,101,1717,2086
22498,D,d4Nf6,20,2193,2270
22499,D,Nf3Nf6,36,1977,1839
22500,B,b3c5,13,2084,2195
22501,B,e4c5,40,1644,1921
22502,B,Nf3Nf6,35,2447,2616
22503,B,d4d5,40,2227,2381
22504,D,e4c6,44,1934,2109
22505,D,d4Nf6,14,2676,2381
22506,W,d4d5,39,2529,2350
22507,D,d4d5,14,2067,1878
22508,W,c4Nf6,30,2440,2166
22509,W,d4Nf6,76,2447,2565
22510,W,d4Nf6,31,2244,2166
22511,W,e4c5,21,2419,2157
22512,W,e4c6,26,1881,2106
22513,D,d4Nf6,23,2338,2270
22514,D,g3d5,48,2293,2068
22515,D,d4Nf6,23,2498,2290
22516,W,e4d5,45,2436,2321
22517,B,e4c6,27,2000,2128
22518,W,e4d5,28,2546,2025
22519,W,g3g6,73,2639,2469
22520,W,e4e6,30,2419,2177
22521,W,e4d6,33,2614,2524
22522,W,e4e6,72,1879,1839
22523,D,c4c5,18,2593,2471
22524,W,e4e5,48,2680,2112
22525,D,d4Nf6,21,2125,1982
22526,W,e4e5,38,2179,1939
22527,B,e4e6,29,2412,2219
22528,W,Nf3d5,35,2240,1997
22529,D,e4e5,28,2231,2121
22530,W,e4e5,63,2292,2291
22531,B,e4e6,33,2392,2653
22532,W,e4c5,38,2359,2456
22533,D,d4d5,24,2147,2267
22534,W,d4d5,61,2166,2044
22535,W,d4d6,19,2191,2004
22536,B,e3Nf6,59,2243,2068
22537,W,d4Nf6,27,2174,1920
22538,D,Nf3Nf6,59,2785,2779
22539,D,e4e5,1,2224,1733
22540,W,Nf3Nc6,41,2528,1853
22541,W,e4e5,50,2219,2029
22542,W,d4Nf6,33,2232,2433
22543,W,e4d5,29,1782,1911
22544,B,c4e6,27,2124,2188
22545,W,e4c5,37,1849,1628
22546,D,e4c5,11,1894,1806
22547,W,e4e5,44,2567,2315
22548,W,c4e6,27,2568,1639
22549,W,d4f5,39,2545,1981
22550,W,d4g6,109,2441,2286
22551,B,Nc3Nf6,41,2092,2416
22552,D,e4c5,83,2387,2463
22553,D,d4d5,33,2250,2307
22554,D,Nf3d5,53,2629,2733
22555,D,Nf3c5,60,2302,2150
22556,D,e4e5,20,2471,2307
22557,B,e4c5,26,1991,2323
22558,B,d4g6,44,2246,2508
22559,B,d4Nf6,40,2138,2574
22560,B,d4Nf6,40,2223,2478
22561,D,e4e5,33,2286,2468
22562,D,d4e6,34,2426,2550
22563,D,d4Nf6,65,1898,2126
22564,W,d4Nf6,47,2373,1923
22565,B,d4Nf6,17,2390,2441
22566,W,d4Nf6,32,2669,2519
22567,B,e4c5,54,2230,2479
22568,W,e4e5,59,2558,2462
22569,W,e4e6,48,2364,2311
22570,D,e4e5,44,2374,2476
22571,D,e4c5,44,2080,1688
22572,D,d4d5,36,2378,1846
22573,D,d4d5,58,2239,2099
22574,D,d4Nf6,57,2494,2431
22575,D,d4d5,25,2426,2609
22576,W,e4e6,58,2186,2347
22577,B,d4d5,44,2125,2015
22578,B,e4e5,27,1966,2313
22579,D,e4e5,36,2645,2586
22580,D,d4d5,107,2235,2503
22581,W,e4c5,26,1899,1839
22582,W,d4Nf6,33,2734,2718
22583,B,e4c5,40,2298,2198
22584,B,e4c5,84,2267,2525
22585,D,d4d5,150,2227,2199
22586,B,e4d6,34,2196,2462
22587,D,d4Nf6,41,2471,2733
22588,W,e4e6,53,2359,2079
22589,B,Nf3d5,67,2073,2188
22590,B,g3Nf6,46,2272,2410
22591,W,Nf3Nf6,28,2410,2014
22592,D,e4c6,24,2230,2028
22593,W,d4Nf6,31,2562,2242
22594,D,e4e5,46,2720,2772
22595,D,e4c5,26,2363,2419
22596,D,e4g6,27,2098,2248
22597,D,e4e5,83,2267,2200
22598,W,Nf3c5,89,2453,2189
22599,B,e4e5,38,2377,2469
22600,D,d4Nf6,42,2539,2644
22601,B,d4Nf6,38,1539,1920
22602,W,e4e5,54,2536,2515
22603,W,e4c5,32,2531,2238
22604,D,e4c5,31,2258,2411
22605,W,e4c5,35,2014,1980
22606,B,e4c6,18,2133,2622
22607,B,e4g6,67,2133,2475
22608,D,e4d6,36,2127,1999
22609,W,e4e6,40,2628,2471
22610,B,b4e5,34,2008,2244
22611,D,e4e5,32,2010,2204
22612,D,e4c5,24,2008,2103
22613,B,c4c5,30,2243,2225
22614,B,d4Nf6,39,2107,2504
22615,D,e4d6,44,2487,2638
22616,D,d4Nf6,24,2242,2402
22617,B,f4d5,19,2095,2344
22618,D,e4c6,23,2667,2601
22619,W,e4c5,39,2264,2110
22620,D,Nf3g6,20,2318,2310
22621,D,e4c5,44,2164,2257
22622,B,e4c6,40,2108,2638
22623,B,e4c5,36,1945,2049
22624,B,c4c5,36,1772,2165
22625,B,Nf3d5,46,2507,2552
22626,W,e4c5,39,2414,2458
22627,W,e4c6,40,2385,2053
22628,W,d4f5,37,2130,2295
22629,W,e4c5,34,2524,2263
22630,B,d4f5,30,1574,1737
22631,W,g3g6,19,2199,1948
22632,W,d4Nf6,32,2525,2267
22633,W,d4d5,75,2491,2201
22634,W,d4d5,45,2390,2262
22635,B,d4f5,22,1758,2055
22636,D,e4d6,92,2688,2624
22637,W,d4Nf6,33,2035,1840
22638,D,d4Nf6,25,2431,2293
22639,W,d4Nf6,35,2560,2389
22640,D,Nf3d5,42,2405,2379
22641,D,d4Nf6,22,1679,1894
22642,D,e4e5,34,2001,1984
22643,W,e4d5,30,1838,2030
22644,W,e4c6,88,2232,2047
22645,W,e4c6,38,2272,2560
22646,W,d4d5,40,2491,2306
22647,B,e4e5,105,1668,1577
22648,D,e4c5,36,2239,2370
22649,W,e4c5,46,1859,1879
22650,W,e4c6,32,1531,1655
22651,W,f4c5,55,1860,1487
22652,D,d4d5,57,2098,2164
22653,B,e4c5,44,1691,1953
22654,D,d4Nf6,72,2771,2733
22655,W,d4Nf6,31,2496,2277
22656,W,d4Nf6,45,2184,1917
22657,W,d4Nf6,37,2501,2557
22658,B,d4Nf6,36,1965,2224
22659,D,e4c5,28,2284,2382
22660,W,d4Nf6,67,2421,2335
22661,W,e4c5,34,2366,2279
22662,D,d4Nf6,28,2564,2491
22663,D,e4c5,41,2129,2107
22664,W,d4e6,52,2262,2068
22665,B,Nf3Nf6,39,2324,2537
22666,W,d4Nf6,21,2401,2136
22667,W,e4e5,51,1993,1598
22668,B,d4d5,39,2418,2617
22669,D,e4e5,60,2095,2357
22670,W,e4e6,44,2328,1904
22671,W,e4c5,39,2564,2548
22672,D,d4Nf6,24,2476,2566
22673,W,Nf3c5,47,2502,1894
22674,B,e4e5,52,2234,2534
22675,B,d4Nf6,32,1677,2173
22676,W,e4e5,69,2324,2450
22677,D,Nf3d5,11,2299,2306
22678,D,e4g6,57,2003,2148
22679,W,d4b6,35,2081,1857
22680,W,e4d6,46,1788,1509
22681,W,e4c5,90,2108,1803
22682,D,Nf3d5,63,2475,2571
22683,W,d4Nf6,37,2443,2481
22684,B,e4c5,29,2287,2441
22685,B,d4e6,29,2102,2415
22686,W,e4e5,57,2394,2476
22687,B,d4Nf6,44,2394,2333
22688,W,e4c5,41,1903,1738
22689,W,d4e6,19,1868,1988
22690,B,d4f5,76,1693,1806
22691,B,d4d5,38,1749,2380
22692,D,e4c5,43,2277,2387
22693,W,e4e5,47,1542,1516
22694,W,e4c6,87,2730,2735
22695,W,c4e5,79,2593,2384
22696,D,e4c5,33,1589,1697
22697,W,e4c5,68,2323,2300
22698,D,e4e5,50,2033,1879
22699,B,d4d5,40,2407,2579
22700,W,e4c5,40,2470,2271
22701,W,d4Nf6,44,2593,2437
22702,W,Nf3c5,32,2705,2628
22703,D,g3d5,16,2414,2448
22704,W,e4c5,32,2204,2428
22705,W,Nf3d6,21,2446,2181
22706,B,e4c5,59,2369,2491
22707,W,e4c5,43,2272,2026
22708,D,e4e5,115,2242,2281
22709,W,e4c5,81,2430,2273
22710,W,e4g6,36,1932,1817
22711,W,d4Nf6,45,2569,2571
22712,B,d4e6,74,1717,2080
22713,W,e4c5,41,2079,1845
22714,W,e4c6,33,2206,2226
22715,B,e4c5,48,2128,2015
22716,D,d4d5,15,2665,2656
22717,W,Nf3Nf6,43,2454,2399
22718,W,Nf3g6,21,2557,2249
22719,D,d4Nf6,44,2528,2520
22720,B,e4c5,41,2386,2602
22721,W,d4d5,66,1934,2123
22722,W,d4d6,61,2381,2157
22723,D,e4c5,58,1846,1980
22724,W,e4e6,93,2524,2251
22725,B,d4Nf6,78,2395,2518
22726,B,d4Nf6,36,2036,2150
22727,W,e4c5,35,2156,1846
22728,B,c4c6,57,2179,2041
22729,D,e4e5,37,2649,2680
22730,B,e4e5,41,1685,1888
22731,B,d4d5,46,2137,2398
22732,W,d4Nf6,56,1971,2081
22733,D,e4d5,46,2506,2565
22734,D,d4e6,15,2456,2619
22735,W,e4c5,28,2191,2075
22736,W,e4d5,36,2542,2405
22737,W,Nf3Nf6,56,2454,2154
22738,D,d4Nf6,46,2506,2449
22739,D,e4c5,31,2392,2458
22740,W,e4c5,61,2271,2393
22741,D,e4c5,25,1627,1788
22742,W,e4c5,33,2434,2256
22743,B,e4d6,24,2115,2217
22744,B,d4Nf6,26,1933,2273
22745,B,d4d5,24,2162,2394
22746,W,d4d5,99,2465,2183
22747,D,Nf3Nf6,46,2380,2167
22748,W,e4e5,50,2700,2615
22749,D,d4Nf6,30,2463,2547
22750,D,Nf3Nf6,34,2452,2310
22751,B,d4d5,46,1765,1884
22752,B,Nc3d5,26,2223,2343
22753,B,e4c6,92,2485,2596
22754,W,d4Nf6,57,2256,2159
22755,D,e4c5,56,2539,2605
22756,W,e4e5,59,2601,2416
22757,W,d4Nf6,58,2566,1934
22758,W,e4c5,24,1895,1669
22759,B,e4e6,24,1834,2068
22760,W,Nf3d5,38,2358,2131
22761,D,e4c5,40,1477,1837
22762,D,e4e5,139,2508,2581
22763,W,d4Nf6,44,2749,2216
22764,B,d4d5,91,2341,2324
22765,D,c4Nf6,21,2399,2493
22766,D,d4Nf6,59,2267,2278
22767,W,e4c5,36,1893,2084
22768,W,e4c5,25,2213,2122
22769,W,Nf3Nf6,43,2393,1988
22770,W,Nf3Nf6,41,2544,2716
22771,W,d4Nf6,27,2204,2065
22772,B,e4c5,47,2084,2310
22773,B,d4Nf6,29,1367,1868
22774,W,Nf3d5,46,2528,2277
22775,D,d4Nf6,35,2146,2398
22776,D,d4Nf6,40,2258,1903
22777,D,d4d5,7,2479,2366
22778,W,Nf3c5,40,1902,1610
